drug_name,medical_condition,activity,rx_otc,pregnancy_category,csa,alcohol,rating,no_of_reviews,drug_link
Pfizerpen,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/mtm/pfizerpen.html
piperacillin,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/cdi/piperacillin.html
procaine penicillin,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/mtm/procaine-penicillin.html
Tazicef,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/mtm/tazicef.html
telavancin,Pneumonia,0%,Rx,C,N,,,,https://www.drugs.com/mtm/telavancin.html
Tobi,Pneumonia,0%,Rx,D,N,,,,https://www.drugs.com/mtm/tobi-inhalation.html
Unasyn,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/mtm/unasyn.html
Vibativ,Pneumonia,0%,Rx,C,N,,,,https://www.drugs.com/vibativ.html
Xenleta,Pneumonia,0%,Rx,,N,,10.0,1.0,https://www.drugs.com/mtm/xenleta-oral-injection.html
Zerbaxa,Pneumonia,0%,Rx,B,N,,,,https://www.drugs.com/mtm/zerbaxa.html
clobetasol,Psoriasis,95%,Rx,C,N,,8.8,66.0,https://www.drugs.com/clobetasol-topical.html
methotrexate,Psoriasis,76%,Rx,X,N,X,8.0,87.0,https://www.drugs.com/methotrexate.html
Humira,Psoriasis,62%,Rx,B,N,,6.9,114.0,https://www.drugs.com/humira.html
Stelara,Psoriasis,55%,Rx,B,N,,8.3,135.0,https://www.drugs.com/stelara.html
triamcinolone,Psoriasis,37%,Rx,C,N,,8.4,25.0,https://www.drugs.com/mtm/triamcinolone-topical.html
ustekinumab,Psoriasis,36%,Rx,B,N,,8.2,137.0,https://www.drugs.com/ustekinumab.html
adalimumab,Psoriasis,35%,Rx,B,N,,6.9,116.0,https://www.drugs.com/mtm/adalimumab.html
Cosentyx,Psoriasis,35%,Rx,B,N,,7.5,11.0,https://www.drugs.com/cosentyx.html
Remicade,Psoriasis,34%,Rx,B,N,,7.8,5.0,https://www.drugs.com/remicade.html
Taltz,Psoriasis,34%,Rx,,N,,7.9,20.0,https://www.drugs.com/taltz.html
Skyrizi,Psoriasis,33%,Rx,,N,,6.6,9.0,https://www.drugs.com/skyrizi.html
Tremfya,Psoriasis,33%,Rx,,N,,6.5,14.0,https://www.drugs.com/tremfya.html
etanercept,Psoriasis,31%,Rx,B,N,,8.1,29.0,https://www.drugs.com/mtm/etanercept.html
Ilumya,Psoriasis,31%,Rx,,N,,3.7,3.0,https://www.drugs.com/ilumya.html
infliximab,Psoriasis,31%,Rx,B,N,,8.2,6.0,https://www.drugs.com/infliximab.html
Avsola,Psoriasis,30%,Rx,B,N,,,,https://www.drugs.com/avsola.html
Duobrii,Psoriasis,30%,Rx,,N,,9.5,2.0,https://www.drugs.com/duobrii.html
guselkumab,Psoriasis,30%,Rx,,N,,6.8,15.0,https://www.drugs.com/guselkumab.html
halobetasol / tazarotene,Psoriasis,30%,Rx,,N,,9.5,2.0,https://www.drugs.com/mtm/halobetasol-and-tazarotene-topical.html
Inflectra,Psoriasis,30%,Rx,B,N,,,,https://www.drugs.com/inflectra.html
ixekizumab,Psoriasis,30%,Rx,,N,,8.0,21.0,https://www.drugs.com/ixekizumab.html
Renflexis,Psoriasis,30%,Rx,B,N,,,,https://www.drugs.com/renflexis.html
risankizumab,Psoriasis,30%,Rx,,N,,6.6,9.0,https://www.drugs.com/mtm/risankizumab.html
secukinumab,Psoriasis,30%,Rx,B,N,,7.5,11.0,https://www.drugs.com/secukinumab.html
tildrakizumab,Psoriasis,30%,Rx,,N,,3.7,3.0,https://www.drugs.com/mtm/tildrakizumab.html
fluocinonide,Psoriasis,22%,Rx,C,N,,7.6,16.0,https://www.drugs.com/fluocinonide-topical.html
triamcinolone,Psoriasis,20%,Rx,C,N,,9.9,7.0,https://www.drugs.com/triamcinolone.html
Elocon,Psoriasis,16%,Rx,C,N,,9.4,14.0,https://www.drugs.com/elocon.html
calcipotriene,Psoriasis,13%,Rx,C,N,,6.5,34.0,https://www.drugs.com/mtm/calcipotriene-topical.html
mometasone,Psoriasis,13%,Rx,C,N,,9.3,19.0,https://www.drugs.com/mtm/mometasone-topical.html
prednisone,Psoriasis,12%,Rx,C,N,,5.3,13.0,https://www.drugs.com/prednisone.html
Clobex,Psoriasis,11%,Rx,C,N,,8.6,29.0,https://www.drugs.com/mtm/clobex.html
Dovonex,Psoriasis,11%,Rx,C,N,,6.2,24.0,https://www.drugs.com/dovonex.html
hydrocortisone,Psoriasis,10%,Rx/OTC,C,N,,3.5,4.0,https://www.drugs.com/mtm/hydrocortisone-rectal-cream-suppository.html
desonide,Psoriasis,9%,Rx,C,N,,9.0,4.0,https://www.drugs.com/mtm/desonide-topical.html
acitretin,Psoriasis,8%,Rx,X,N,X,5.6,35.0,https://www.drugs.com/mtm/acitretin.html
betamethasone,Psoriasis,8%,Rx,C,N,,6.0,1.0,https://www.drugs.com/betamethasone-topical.html
cyclosporine,Psoriasis,8%,Rx,C,N,,9.6,8.0,https://www.drugs.com/mtm/cyclosporine-oral-injection.html
Soriatane,Psoriasis,8%,Rx,X,N,X,7.6,8.0,https://www.drugs.com/mtm/soriatane.html
Taclonex,Psoriasis,8%,Rx,C,N,,7.8,39.0,https://www.drugs.com/taclonex.html
Tazorac,Psoriasis,8%,Rx,X,N,,8.7,3.0,https://www.drugs.com/tazorac.html
Temovate,Psoriasis,6%,Rx,C,N,,10.0,2.0,https://www.drugs.com/mtm/temovate.html
betamethasone / calcipotriene,Psoriasis,5%,Rx,C,N,,7.0,71.0,https://www.drugs.com/mtm/betamethasone-and-calcipotriene-topical.html
halobetasol,Psoriasis,5%,Rx,C,N,,8.0,14.0,https://www.drugs.com/halobetasol-topical.html
Kenalog-40,Psoriasis,5%,Rx,C,N,,9.8,4.0,https://www.drugs.com/mtm/kenalog-40-injection.html
desoximetasone,Psoriasis,4%,Rx,C,N,,8.4,8.0,https://www.drugs.com/mtm/desoximetasone-topical.html
Kenalog,Psoriasis,4%,Rx,C,N,,8.8,14.0,https://www.drugs.com/kenalog.html
Neoral,Psoriasis,4%,Rx,C,N,,10.0,1.0,https://www.drugs.com/cons/neoral-oral.html
Otrexup,Psoriasis,4%,Rx,X,N,X,,,https://www.drugs.com/mtm/otrexup-injection.html
Trexall,Psoriasis,4%,Rx,X,N,X,,,https://www.drugs.com/mtm/trexall.html
dexamethasone,Psoriasis,3%,Rx,C,N,,,,https://www.drugs.com/dexamethasone.html
Enstilar,Psoriasis,3%,Rx,C,N,,5.3,23.0,https://www.drugs.com/mtm/enstilar.html
fluocinolone,Psoriasis,3%,Rx/OTC,C,N,,,,https://www.drugs.com/fluocinolone-topical.html
Fluocinonide-E,Psoriasis,3%,Rx,C,N,,,,https://www.drugs.com/mtm/fluocinonide-e.html
methylprednisolone,Psoriasis,3%,Rx,C,N,,5.0,2.0,https://www.drugs.com/methylprednisolone.html
Rasuvo,Psoriasis,3%,Rx,X,N,X,,,https://www.drugs.com/mtm/rasuvo-injection.html
tacrolimus,Psoriasis,3%,Rx,C,N,,8.0,1.0,https://www.drugs.com/mtm/tacrolimus-topical.html
Topicort,Psoriasis,3%,Rx,C,N,,9.3,3.0,https://www.drugs.com/mtm/topicort.html
Aristocort A,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/cons/aristocort-a.html
Aristocort R,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/cons/aristocort-r-ointment-regular.html
Aristospan,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/cons/aristospan.html
calcitriol,Psoriasis,2%,Rx,C,N,,8.3,4.0,https://www.drugs.com/mtm/calcitriol-topical.html
Cinolar,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/cons/cinolar.html
Clinacort,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/cons/clinacort.html
coal tar,Psoriasis,2%,Rx/OTC,C,N,,7.9,20.0,https://www.drugs.com/mtm/coal-tar-topical.html
Cortizone-10,Psoriasis,2%,OTC,C,N,,1.0,1.0,https://www.drugs.com/cons/cortizone-10.html
Kenalog-10,Psoriasis,2%,Rx,C,N,,10.0,1.0,https://www.drugs.com/cons/kenalog-10.html
Locoid,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/mtm/locoid.html
prednisolone,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/prednisolone.html
RediTrex,Psoriasis,2%,Rx,X,N,X,,,https://www.drugs.com/cons/reditrex.html
Taclonex Scalp,Psoriasis,2%,Rx,C,N,,9.0,2.0,https://www.drugs.com/cons/taclonex-scalp.html
tazarotene,Psoriasis,2%,Rx,X,N,,8.7,3.0,https://www.drugs.com/tazarotene-topical.html
Trianex,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/mtm/trianex.html
Triderm,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/mtm/triderm.html
Tritocin,Psoriasis,2%,Rx,C,N,,,,https://www.drugs.com/pro/tritocin-ointment.html
Vectical,Psoriasis,2%,Rx,C,N,,8.3,4.0,https://www.drugs.com/vectical.html
Acthar,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cdi/acthar.html
Ala-Cort,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/ala-cort.html
Ala-Scalp,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/pro/ala-scalp.html
Ala-Scalp HP,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cons/ala-scalp-hp.html
alclometasone,Psoriasis,1%,Rx,C,N,,8.0,1.0,https://www.drugs.com/mtm/alclometasone-topical.html
ammonium lactate / halobetasol,Psoriasis,1%,Rx,C,N,,10.0,1.0,https://www.drugs.com/cdi/halobetasol-cream-and-ointment-with-lactic-acid-cream.html
Aquanil HC,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/aquanil-hc.html
Beta HC,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/beta-hc.html
Caldecort,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/cons/caldecort.html
Cloderm,Psoriasis,1%,Rx,C,N,,9.0,1.0,https://www.drugs.com/mtm/cloderm.html
Cordran,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/cordran.html
Cordran Tape,Psoriasis,1%,Rx,C,N,,10.0,4.0,https://www.drugs.com/mtm/cordran-tape.html
Cortizone-5,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/cortizone-5.html
Derma-Smoothe / FS (Scalp),Psoriasis,1%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/derma-smoothe-fs-scalp.html
Dermarest Plus Anti-Itch,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/dermarest-plus-anti-itch.html
Dermovate,Psoriasis,1%,Rx,C,N,,0.0,1.0,https://www.drugs.com/cons/dermovate.html
Dermtex HC,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/dermtex-hc.html
diflorasone,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/diflorasone-topical.html
flurandrenolide,Psoriasis,1%,Rx,C,N,,10.0,5.0,https://www.drugs.com/mtm/flurandrenolide-topical.html
Gengraf,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cons/gengraf-oral.html
Halog,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/halog.html
Itch-X Lotion,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/itch-x-lotion.html
Locoid Lipocream,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cons/locoid-lipocream.html
NuCort,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cons/nucort.html
Olux,Psoriasis,1%,Rx,C,N,,9.1,8.0,https://www.drugs.com/mtm/olux.html
Olux-E,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/olux-e.html
Oxsoralen-Ultra,Psoriasis,1%,Rx,D,N,,,,https://www.drugs.com/mtm/oxsoralen-ultra.html
Pandel,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/pandel.html
Psoriasin,Psoriasis,1%,Rx/OTC,C,N,,7.1,12.0,https://www.drugs.com/mtm/psoriasin.html
Sarnol-HC,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/mtm/sarnol-hc.html
Sernivo,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/sernivo.html
Synalar,Psoriasis,1%,Rx/OTC,C,N,,,,https://www.drugs.com/synalar.html
Texacort,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/cons/texacort.html
U-Cort,Psoriasis,1%,OTC,C,N,,,,https://www.drugs.com/cons/u-cort.html
Vanos,Psoriasis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/vanos.html
Abrilada,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/abrilada-subcutaneous.html
amcinonide,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/amcinonide-topical.html
Amjevita,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/amjevita-subcutaneous.html
ammonium lactate/urea,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/ammonium-lactate-and-urea-topical.html
Analpram-HC,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cdi/analpram-hc-pramoxine-and-hydrocortisone-rectal-cream.html
Analpram E,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cdi/analpram-e.html
Anthraforte,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/anthraforte-2-topical.html
anthralin,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/anthralin-topical.html
Anthrascalp,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/anthrascalp-topical.html
Apexicon,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/apexicon.html
ApexiCon E,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/apexicon-e.html
Balnetar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/balnetar.html
Betatar Gel,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/betatar-gel-topical.html
brodalumab,Psoriasis,0%,Rx,,N,,6.0,4.0,https://www.drugs.com/mtm/brodalumab.html
Bryhali,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/bryhali.html
Calcitrene,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/calcitrene.html
Capex,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/capex.html
Carb-O-Lac5,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/carb-o-lac5-topical.html
Carb-O-Lac HP,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/carb-o-lac-hp-topical.html
Clobevate,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/clobevate.html
clocortolone,Psoriasis,0%,Rx,C,N,,9.0,1.0,https://www.drugs.com/mtm/clocortolone-topical.html
Clodan,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/clodan.html
coal tar/salicylic acid/sulfur,Psoriasis,0%,OTC,C,N,,9.0,1.0,https://www.drugs.com/cons/salicylic-acid-sulfur-and-coal-tar-topical.html
coal tar/salicylic acid,Psoriasis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/coal-tar-and-salicylic-acid.html
Cordran SP,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/cordran-sp.html
Cormax,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/cormax.html
Cormax Scalp,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/cormax-scalp-application.html
corticotropin,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/corticotropin.html
Cutar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/cutar-emulsion-topical.html
Cyclocort,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/cyclocort.html
Cyltezo,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/cyltezo-subcutaneous.html
Derma-Smoothe / FS,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/derma-smoothe-fs.html
Derma-Smoothe / FS (Body Oil),Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/derma-smoothe-fs-body-oil.html
Dermatop,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/dermatop.html
Desonate,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/desonate.html
DesOwen,Psoriasis,0%,Rx,C,N,,8.0,1.0,https://www.drugs.com/mtm/desowen.html
DHS Tar Shampoo,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/dhs-tar-shampoo.html
Doak Tar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/doak-tar-topical.html
Dritho-Scalp,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/dritho-scalp-topical.html
Drithocreme,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/drithocreme-topical.html
Elta Tar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/elta-tar.html
Embeline,Psoriasis,0%,Rx,C,N,,8.0,1.0,https://www.drugs.com/cons/embeline.html
Embeline E,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/embeline-e.html
Epifoam,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cdi/epifoam.html
Estar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/estar-topical.html
Fototar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/fototar-topical.html
H.P. Acthar Gel,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/acthar-gel-h-p.html
Hadlima,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hadlima-subcutaneous.html
halcinonide,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/halcinonide-topical.html
Halonate,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/pro/ultravate-lotion.html
Hulio,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hulio-subcutaneous.html
hydrocortisone / pramoxine,Psoriasis,0%,Rx,C,N,,8.0,1.0,https://www.drugs.com/mtm/hydrocortisone-and-pramoxine-topical-rectal.html
hydroxyurea,Psoriasis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/hydroxyurea.html
Hyrimoz,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/hyrimoz-subcutaneous.html
Impoyz,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/impoyz.html
Ionil T,Psoriasis,0%,Rx/OTC,C,N,,10.0,1.0,https://www.drugs.com/mtm/ionil-t.html
Ixifi,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/ixifi-intravenous.html
Kalosar,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/pro/kalosar.html
Kerasal Ultra 20,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cdi/kerasal-ultra-20.html
LoKara,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/lokara.html
Medotar,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/medotar-topical.html
methoxsalen,Psoriasis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/methoxsalen.html
MG217 Medicated Tar,Psoriasis,0%,Rx/OTC,C,N,,9.0,3.0,https://www.drugs.com/mtm/mg217-medicated-tar.html
Neutrogena T/Derm,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/neutrogena-t-derm-topical.html
Neutrogena T/Gel,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/neutrogena-t-gel.html
Nolix,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/nolix.html
Novacort,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/pro/novacort.html
Oxipor VHC,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/oxipor-vhc.html
Pramosone,Psoriasis,0%,Rx,C,N,,8.0,1.0,https://www.drugs.com/cdi/pramasone.html
prednicarbate,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/prednicarbate-topical.html
Proctofoam HC,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cdi/proctofoam-hc.html
R A Acne,Psoriasis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/r-a-acne-topical.html
Resinol,Psoriasis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/resinol-topical.html
resorcinol,Psoriasis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/resorcinol-topical.html
Scytera,Psoriasis,0%,Rx/OTC,C,N,,10.0,1.0,https://www.drugs.com/mtm/scytera.html
Siliq,Psoriasis,0%,Rx,,N,,6.0,4.0,https://www.drugs.com/siliq.html
Sorilux,Psoriasis,0%,Rx,C,N,,1.0,1.0,https://www.drugs.com/sorilux.html
Synalar Ointment,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/pro/synalar-ointment.html
Tarsum,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/tarsum.html
Theraplex T,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/theraplex-t.html
Tovet,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/tovet.html
Ultralytic,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/ultralytic-topical.html
Ultralytic 2,Psoriasis,0%,Rx/OTC,C,N,,,,https://www.drugs.com/mtm/ultralytic-2-topical.html
Ultravate,Psoriasis,0%,Rx,C,N,,9.0,1.0,https://www.drugs.com/mtm/ultravate.html
Verdeso,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/verdeso.html
Wynzora,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/mtm/wynzora.html
Yusimry,Psoriasis,0%,Rx,B,N,,,,https://www.drugs.com/cons/yusimry-subcutaneous.html
Zithranol,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/zithranol-topical.html
Zithranol-RR,Psoriasis,0%,Rx,C,N,,,,https://www.drugs.com/cons/zithranol-rr-topical.html
methotrexate,Rheumatoid Arthritis,100%,Rx,X,N,X,6.0,122.0,https://www.drugs.com/methotrexate.html
Enbrel,Rheumatoid Arthritis,67%,Rx,B,N,,7.8,130.0,https://www.drugs.com/enbrel.html
Humira,Rheumatoid Arthritis,62%,Rx,B,N,,6.0,135.0,https://www.drugs.com/humira.html
sulfasalazine,Rheumatoid Arthritis,56%,Rx,B,N,,4.6,69.0,https://www.drugs.com/sulfasalazine.html
prednisone,Rheumatoid Arthritis,50%,Rx,C,N,,8.1,42.0,https://www.drugs.com/prednisone.html
Actemra,Rheumatoid Arthritis,49%,Rx,C,N,,6.9,30.0,https://www.drugs.com/actemra.html
hydroxychloroquine,Rheumatoid Arthritis,49%,Rx,N,N,,6.1,144.0,https://www.drugs.com/hydroxychloroquine.html
meloxicam,Rheumatoid Arthritis,48%,Rx,C,N,X,5.7,56.0,https://www.drugs.com/meloxicam.html
Celebrex,Rheumatoid Arthritis,46%,Rx,C,N,,8.0,21.0,https://www.drugs.com/celebrex.html
Remicade,Rheumatoid Arthritis,46%,Rx,B,N,,7.3,34.0,https://www.drugs.com/remicade.html
Plaquenil,Rheumatoid Arthritis,43%,Rx,N,N,,6.8,71.0,https://www.drugs.com/plaquenil.html
Cimzia,Rheumatoid Arthritis,41%,Rx,B,N,,7.8,29.0,https://www.drugs.com/cimzia.html
etanercept,Rheumatoid Arthritis,36%,Rx,B,N,,7.8,134.0,https://www.drugs.com/mtm/etanercept.html
Simponi,Rheumatoid Arthritis,35%,Rx,B,N,,6.7,42.0,https://www.drugs.com/simponi.html
adalimumab,Rheumatoid Arthritis,34%,Rx,B,N,,6.1,141.0,https://www.drugs.com/mtm/adalimumab.html
Azulfidine,Rheumatoid Arthritis,34%,Rx,B,N,,10.0,1.0,https://www.drugs.com/mtm/azulfidine.html
Rinvoq,Rheumatoid Arthritis,34%,Rx,,N,,5.9,66.0,https://www.drugs.com/rinvoq.html
rituximab,Rheumatoid Arthritis,33%,Rx,C,N,,7.2,80.0,https://www.drugs.com/rituximab.html
tocilizumab,Rheumatoid Arthritis,33%,Rx,C,N,,6.8,32.0,https://www.drugs.com/mtm/tocilizumab.html
infliximab,Rheumatoid Arthritis,32%,Rx,B,N,,7.2,37.0,https://www.drugs.com/infliximab.html
anakinra,Rheumatoid Arthritis,31%,Rx,B,N,,8.0,1.0,https://www.drugs.com/mtm/anakinra.html
Avsola,Rheumatoid Arthritis,31%,Rx,B,N,,,,https://www.drugs.com/avsola.html
certolizumab,Rheumatoid Arthritis,31%,Rx,B,N,,7.8,29.0,https://www.drugs.com/mtm/certolizumab.html
golimumab,Rheumatoid Arthritis,31%,Rx,B,N,,6.7,59.0,https://www.drugs.com/mtm/golimumab.html
Inflectra,Rheumatoid Arthritis,31%,Rx,B,N,,,,https://www.drugs.com/inflectra.html
Kineret,Rheumatoid Arthritis,31%,Rx,B,N,,,,https://www.drugs.com/kineret.html
Olumiant,Rheumatoid Arthritis,31%,Rx,,N,,8.0,1.0,https://www.drugs.com/olumiant.html
Renflexis,Rheumatoid Arthritis,31%,Rx,B,N,,,,https://www.drugs.com/renflexis.html
upadacitinib,Rheumatoid Arthritis,30%,Rx,,N,,5.9,69.0,https://www.drugs.com/upadacitinib.html
leflunomide,Rheumatoid Arthritis,22%,Rx,X,N,X,5.2,86.0,https://www.drugs.com/mtm/leflunomide.html
diclofenac,Rheumatoid Arthritis,19%,Rx,D,N,X,6.6,44.0,https://www.drugs.com/diclofenac.html
Arava,Rheumatoid Arthritis,16%,Rx,X,N,X,6.1,31.0,https://www.drugs.com/arava.html
Mobic,Rheumatoid Arthritis,16%,Rx,C,N,X,6.4,21.0,https://www.drugs.com/mobic.html
naproxen,Rheumatoid Arthritis,16%,Rx/OTC,C,N,X,6.9,25.0,https://www.drugs.com/naproxen.html
celecoxib,Rheumatoid Arthritis,14%,Rx,C,N,,7.4,28.0,https://www.drugs.com/celecoxib.html
Orencia,Rheumatoid Arthritis,14%,Rx,C,N,,6.0,53.0,https://www.drugs.com/orencia.html
ibuprofen,Rheumatoid Arthritis,12%,Rx/OTC,C,N,X,10.0,6.0,https://www.drugs.com/ibuprofen.html
Rituxan,Rheumatoid Arthritis,11%,Rx,C,N,,7.2,19.0,https://www.drugs.com/rituxan.html
Xeljanz,Rheumatoid Arthritis,9%,Rx,C,N,,5.0,97.0,https://www.drugs.com/xeljanz.html
acetaminophen / hydrocodone,Rheumatoid Arthritis,8%,Rx,C,2,X,4.6,82.0,https://www.drugs.com/acetaminophen_hydrocodone.html
aspirin,Rheumatoid Arthritis,8%,Rx/OTC,N,N,X,10.0,2.0,https://www.drugs.com/aspirin.html
atorvastatin,Rheumatoid Arthritis,7%,Rx,X,N,X,,,https://www.drugs.com/atorvastatin.html
Aleve,Rheumatoid Arthritis,5%,Rx/OTC,C,N,X,7.3,7.0,https://www.drugs.com/aleve.html
Arthritis Pain,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/arthritis-pain.html
Aspergum,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspergum.html
Aspiritab,Rheumatoid Arthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/aspiritab.html
